month,day,ratio,group,tag
10,11,80.65224874,ThymoglobulineOthers,observed
10,12,116.9647588,ThymoglobulineOthers,observed
10,13,155.7725704,ThymoglobulineOthers,observed
10,14,185.8369872,ThymoglobulineOthers,observed
10,15,196.3818219,ThymoglobulineOthers,observed
10,16,180.4301206,ThymoglobulineOthers,observed
10,17,138.9510227,ThymoglobulineOthers,observed
10,18,85.81675627,ThymoglobulineOthers,observed
10,19,53.5697701,ThymoglobulineOthers,observed
10,20,100,ThymoglobulineOthers,observed
11,1,5.030293882,ThymoglobulineOthers,observed
11,2,18.99631734,ThymoglobulineOthers,observed
11,3,35.9246196,ThymoglobulineOthers,observed
11,4,49.85795227,ThymoglobulineOthers,observed
11,5,58.44142949,ThymoglobulineOthers,observed
11,6,61.76272729,ThymoglobulineOthers,observed
11,7,61.36252627,ThymoglobulineOthers,observed
11,8,59.41519773,ThymoglobulineOthers,observed
11,9,58.07973328,ThymoglobulineOthers,observed
11,10,59.0209178,ThymoglobulineOthers,observed
11,11,63.10074587,ThymoglobulineOthers,observed
11,12,70.24008159,ThymoglobulineOthers,observed
11,13,79.4505619,ThymoglobulineOthers,observed
11,14,89.03674322,ThymoglobulineOthers,observed
11,15,96.96849161,ThymoglobulineOthers,observed
11,16,101.4236163,ThymoglobulineOthers,observed
11,17,101.5007467,ThymoglobulineOthers,observed
11,18,98.10245262,ThymoglobulineOthers,observed
11,19,94.98860844,ThymoglobulineOthers,observed
11,20,100,ThymoglobulineOthers,observed
12,1,-3.575851966,ThymoglobulineOthers,observed
12,2,1.335109713,ThymoglobulineOthers,observed
12,3,3.764939801,ThymoglobulineOthers,observed
12,4,5.400295968,ThymoglobulineOthers,observed
12,5,7.243763819,ThymoglobulineOthers,observed
12,6,9.795269769,ThymoglobulineOthers,observed
12,7,13.20924816,ThymoglobulineOthers,observed
12,8,17.42756261,ThymoglobulineOthers,observed
12,9,22.28818165,ThymoglobulineOthers,observed
12,10,27.60960858,ThymoglobulineOthers,observed
12,11,33.25106558,ThymoglobulineOthers,observed
12,12,39.14843206,ThymoglobulineOthers,observed
12,13,45.3259373,ThymoglobulineOthers,observed
12,14,51.88360729,ThymoglobulineOthers,observed
12,15,58.96046583,ThymoglobulineOthers,observed
12,16,66.67348992,ThymoglobulineOthers,observed
12,17,75.03231934,ThymoglobulineOthers,observed
12,18,83.82972052,ThymoglobulineOthers,observed
12,19,92.50780464,ThymoglobulineOthers,observed
12,20,100,ThymoglobulineOthers,observed
1,1,8.502938082,LantusDBU,observed
1,2,17.97241097,LantusDBU,observed
1,3,24.55408281,LantusDBU,observed
1,4,29.64222504,LantusDBU,observed
1,5,34.10805632,LantusDBU,observed
1,6,38.43455496,LantusDBU,observed
1,7,42.8333625,LantusDBU,observed
1,8,47.34377837,LantusDBU,observed
1,9,51.91384557,LantusDBU,observed
1,10,56.46352753,LantusDBU,observed
1,11,60.92997595,LantusDBU,observed
1,12,65.29488975,LantusDBU,observed
1,13,69.59396514,LantusDBU,observed
1,14,73.90843673,LantusDBU,observed
1,15,78.33870968,LantusDBU,observed
1,16,82.96008303,LantusDBU,observed
1,17,87.76056403,LantusDBU,observed
1,18,92.56077355,LantusDBU,observed
1,19,96.91594262,LantusDBU,observed
1,20,100,LantusDBU,observed
2,1,10.23899711,LantusDBU,observed
2,2,15.36337785,LantusDBU,observed
2,3,20.08505172,LantusDBU,observed
2,4,24.76854265,LantusDBU,observed
2,5,29.56384,LantusDBU,observed
2,6,34.47907362,LantusDBU,observed
2,7,39.44192947,LantusDBU,observed
2,8,44.34980568,LantusDBU,observed
2,9,49.10870916,LantusDBU,observed
2,10,53.6608926,LantusDBU,observed
2,11,58.00123205,LantusDBU,observed
2,12,62.18234494,LantusDBU,observed
2,13,66.30844862,LantusDBU,observed
2,14,70.51795934,LantusDBU,observed
2,15,74.95483176,LantusDBU,observed
2,16,79.72863894,LantusDBU,observed
2,17,84.86339278,LantusDBU,observed
2,18,90.23510504,LantusDBU,observed
2,19,95.49808871,LantusDBU,observed
2,20,100,LantusDBU,observed
3,1,8.494802647,LantusDBU,observed
3,2,14.28075236,LantusDBU,observed
3,3,19.67088668,LantusDBU,observed
3,4,24.73376925,LantusDBU,observed
3,5,29.56205632,LantusDBU,observed
3,6,34.25462723,LantusDBU,observed
3,7,38.90229822,LantusDBU,observed
3,8,43.57711957,LantusDBU,observed
3,9,48.32525596,LantusDBU,observed
3,10,53.16345015,LantusDBU,observed
3,11,58.07906999,LantusDBU,observed
3,12,63.03373867,LantusDBU,observed
3,13,67.97054829,LantusDBU,observed
3,14,72.82485672,LantusDBU,observed
3,15,77.53866776,LantusDBU,observed
3,16,82.07859458,LantusDBU,observed
3,17,86.45740642,LantusDBU,observed
3,18,90.7591587,LantusDBU,observed
3,19,95.16790625,LantusDBU,observed
3,20,100,LantusDBU,observed
4,1,6.755808216,LantusDBU,observed
4,2,13.5266028,LantusDBU,observed
4,3,19.27948911,LantusDBU,observed
4,4,24.41096937,LantusDBU,observed
4,5,29.18349787,LantusDBU,observed
4,6,33.76148533,LantusDBU,observed
4,7,38.24197233,LantusDBU,observed
4,8,42.67997194,LantusDBU,observed
4,9,47.1084813,LantusDBU,observed
4,10,51.55316238,LantusDBU,observed
4,11,56.04169176,LantusDBU,observed
4,12,60.60777961,LantusDBU,observed
4,13,65.28985759,LantusDBU,observed
4,14,70.124436,LantusDBU,observed
4,15,75.13412992,LantusDBU,observed
4,16,80.31035445,LantusDBU,observed
4,17,85.5906891,LantusDBU,observed
4,18,90.83091116,LantusDBU,observed
4,19,95.77169827,LantusDBU,observed
4,20,100,LantusDBU,observed
5,1,8.620523437,LantusDBU,observed
5,2,12.91116931,LantusDBU,observed
5,3,17.17965739,LantusDBU,observed
5,4,21.47627194,LantusDBU,observed
5,5,25.80380979,LantusDBU,observed
5,6,30.1478288,LantusDBU,observed
5,7,34.49942364,LantusDBU,observed
5,8,38.87052898,LantusDBU,observed
5,9,43.30175011,LantusDBU,observed
5,10,47.86272096,LantusDBU,observed
5,11,52.64498952,LantusDBU,observed
5,12,57.74743063,LantusDBU,observed
5,13,63.25418624,LantusDBU,observed
5,14,69.20513303,LantusDBU,observed
5,15,75.55887741,LantusDBU,observed
5,16,82.14827802,LantusDBU,observed
5,17,88.62849549,LantusDBU,observed
5,18,94.41756976,LantusDBU,observed
5,19,98.62952465,LantusDBU,observed
5,20,100,LantusDBU,observed
6,1,10.47925907,LantusDBU,observed
6,2,16.54529511,LantusDBU,observed
6,3,21.96211558,LantusDBU,observed
6,4,27.0379335,LantusDBU,observed
6,5,31.93843766,LantusDBU,observed
6,6,36.73296062,LantusDBU,observed
6,7,41.43335681,LantusDBU,observed
6,8,46.02559032,LantusDBU,observed
6,9,50.49403275,LantusDBU,observed
6,10,54.83847086,LantusDBU,observed
6,11,59.0838242,LantusDBU,observed
6,12,63.28257255,LantusDBU,observed
6,13,67.50989335,LantusDBU,observed
6,14,71.85150897,LantusDBU,observed
6,15,76.38424392,LantusDBU,observed
6,16,81.1492919,LantusDBU,observed
6,17,86.11819285,LantusDBU,observed
6,18,91.1515198,LantusDBU,observed
6,19,95.95027567,LantusDBU,observed
6,20,100,LantusDBU,observed
7,1,5.322552225,LantusDBU,observed
7,2,12.65087585,LantusDBU,observed
7,3,17.98817939,LantusDBU,observed
7,4,22.46957374,LantusDBU,observed
7,5,26.74929484,LantusDBU,observed
7,6,31.13490675,LantusDBU,observed
7,7,35.70305201,LantusDBU,observed
7,8,40.39674919,LantusDBU,observed
7,9,45.10423758,LantusDBU,observed
7,10,49.71936914,LantusDBU,observed
7,11,54.1835477,LantusDBU,observed
7,12,58.50921524,LantusDBU,observed
7,13,62.78488551,LantusDBU,observed
7,14,67.16172479,LantusDBU,observed
7,15,71.82167982,LantusDBU,observed
7,16,76.92715304,LantusDBU,observed
7,17,82.55222491,LantusDBU,observed
7,18,88.59542357,LantusDBU,observed
7,19,94.67404159,LantusDBU,observed
7,20,100,LantusDBU,observed
8,1,8.970432375,LantusDBU,observed
8,2,14.76358603,LantusDBU,observed
8,3,19.95682199,LantusDBU,observed
8,4,24.9458989,LantusDBU,observed
8,5,29.93014095,LantusDBU,observed
8,6,34.97444176,LantusDBU,observed
8,7,40.06170229,LantusDBU,observed
8,8,45.13570266,LantusDBU,observed
8,9,50.1344079,LantusDBU,observed
8,10,55.01370765,LantusDBU,observed
8,11,59.76158983,LantusDBU,observed
8,12,64.40274821,LantusDBU,observed
8,13,68.99362396,LantusDBU,observed
8,14,73.60788109,LantusDBU,observed
8,15,78.3123159,LantusDBU,observed
8,16,83.13320034,LantusDBU,observed
8,17,88.0130593,LantusDBU,observed
8,18,92.75788185,LantusDBU,observed
8,19,96.97476643,LantusDBU,observed
8,20,100,LantusDBU,observed
9,1,11.45604085,LantusDBU,observed
9,2,18.92808248,LantusDBU,observed
9,3,25.80124103,LantusDBU,observed
9,4,32.16089141,LantusDBU,observed
9,5,38.12498056,LantusDBU,observed
9,6,43.82105017,LantusDBU,observed
9,7,49.36720989,LantusDBU,observed
9,8,54.85706119,LantusDBU,observed
9,9,60.34857173,LantusDBU,observed
9,10,65.85690032,LantusDBU,observed
9,11,71.35117251,LantusDBU,observed
9,12,76.75520663,LantusDBU,observed
9,13,81.95219051,LantusDBU,observed
9,14,86.79330876,LantusDBU,observed
9,15,91.11032054,LantusDBU,observed
9,16,94.732088,LantusDBU,observed
9,17,97.50505522,LantusDBU,observed
9,18,99.3176778,LantusDBU,observed
9,19,100.1288029,LantusDBU,observed
9,20,100,LantusDBU,observed
10,1,5.366499398,LantusDBU,observed
10,2,9.147560849,LantusDBU,observed
10,3,12.98888884,LantusDBU,observed
10,4,16.92589413,LantusDBU,observed
10,5,20.96042981,LantusDBU,observed
10,6,25.08109631,LantusDBU,observed
10,7,29.2788339,LantusDBU,observed
10,8,33.55780246,LantusDBU,observed
10,9,37.94154867,LantusDBU,observed
10,10,42.47446057,LantusDBU,observed
10,11,47.21850954,LantusDBU,observed
10,12,52.24527956,LantusDBU,observed
10,13,57.62328394,LantusDBU,observed
10,14,63.40056938,LantusDBU,observed
10,15,69.58260741,LantusDBU,observed
10,16,76.10547323,LantusDBU,observed
10,17,82.80431189,LantusDBU,observed
10,18,89.37709187,LantusDBU,observed
10,19,95.34364604,LantusDBU,observed
10,20,100,LantusDBU,observed
11,1,7.982819051,LantusDBU,observed
11,2,12.38241992,LantusDBU,observed
11,3,16.53602036,LantusDBU,observed
11,4,20.54286401,LantusDBU,observed
11,5,24.47527788,LantusDBU,observed
11,6,28.38107218,LantusDBU,observed
11,7,32.28707337,LantusDBU,observed
11,8,36.20379052,LantusDBU,observed
11,9,40.13121489,LantusDBU,observed
11,10,44.06575277,LantusDBU,observed
11,11,48.00829156,LantusDBU,observed
11,12,51.97339918,LantusDBU,observed
11,13,55.99965661,LantusDBU,observed
11,14,60.16112382,LantusDBU,observed
11,15,64.57993882,LantusDBU,observed
11,16,69.44005011,LantusDBU,observed
11,17,75.00208225,LantusDBU,observed
11,18,81.61933477,LantusDBU,observed
11,19,89.75491431,LantusDBU,observed
11,20,100,LantusDBU,observed
12,1,6.975165541,LantusDBU,observed
12,2,11.44485295,LantusDBU,observed
12,3,16.24437516,LantusDBU,observed
12,4,21.03564381,LantusDBU,observed
12,5,25.67331563,LantusDBU,observed
12,6,30.14702994,LantusDBU,observed
12,7,34.53116097,LantusDBU,observed
12,8,38.94208479,LantusDBU,observed
12,9,43.50296088,LantusDBU,observed
12,10,48.31602846,LantusDBU,observed
12,11,53.44241745,LantusDBU,observed
12,12,58.88947412,LantusDBU,observed
12,13,64.60560137,LantusDBU,observed
12,14,70.48261377,LantusDBU,observed
12,15,76.36560721,LantusDBU,observed
12,16,82.07034327,LantusDBU,observed
12,17,87.40814821,LantusDBU,observed
12,18,92.2183267,LantusDBU,observed
12,19,96.4080902,LantusDBU,observed
12,20,100,LantusDBU,observed
1,1,10.33608282,LantusOthers,observed
1,2,17.4572098,LantusOthers,observed
1,3,23.72382224,LantusOthers,observed
1,4,29.2947145,LantusOthers,observed
1,5,34.32628007,LantusOthers,observed
1,6,38.96374672,LantusOthers,observed
1,7,43.33454326,LantusOthers,observed
1,8,47.54379808,LantusOthers,observed
1,9,51.67196924,LantusOthers,observed
1,10,55.77460626,LantusOthers,observed
1,11,59.88424362,LantusOthers,observed
1,12,64.01442587,LantusOthers,observed
1,13,68.1658644,LantusOthers,observed
1,14,72.33472591,LantusOthers,observed
1,15,76.52305253,LantusOthers,observed
1,16,80.75131358,LantusOthers,observed
1,17,85.07308903,LantusOthers,observed
1,18,89.59188459,LantusOthers,observed
1,19,94.48007852,LantusOthers,observed
1,20,100,LantusOthers,observed
2,1,6.054155147,LantusOthers,observed
2,2,10.25700738,LantusOthers,observed
2,3,14.53067866,LantusOthers,observed
2,4,19.02628373,LantusOthers,observed
2,5,23.7786513,LantusOthers,observed
2,6,28.75198705,LantusOthers,observed
2,7,33.8772551,LantusOthers,observed
2,8,39.08127808,LantusOthers,observed
2,9,44.30755563,LantusOthers,observed
2,10,49.52880148,LantusOthers,observed
2,11,54.75119904,LantusOthers,observed
2,12,60.01037549,LantusOthers,observed
2,13,65.3590944,LantusOthers,observed
2,14,70.84666689,LantusOthers,observed
2,15,76.49008123,LantusOthers,observed
2,16,82.23685108,LantusOthers,observed
2,17,87.91958217,LantusOthers,observed
2,18,93.20225747,LantusOthers,observed
2,19,97.518241,LantusOthers,observed
2,20,100,LantusOthers,observed
3,1,6.666593743,LantusOthers,observed
3,2,10.89611881,LantusOthers,observed
3,3,17.12684264,LantusOthers,observed
3,4,24.00906083,LantusOthers,observed
3,5,30.7385351,LantusOthers,observed
3,6,36.920549,LantusOthers,observed
3,7,42.45037106,LantusOthers,observed
3,8,47.41012515,LantusOthers,observed
3,9,51.98206837,LantusOthers,observed
3,10,56.3782761,LantusOthers,observed
3,11,60.78673456,LantusOthers,observed
3,12,65.33384057,LantusOthers,observed
3,13,70.06330877,LantusOthers,observed
3,14,74.93148613,LantusOthers,observed
3,15,79.81907382,LantusOthers,observed
3,16,84.55925642,LantusOthers,observed
3,17,88.98223847,LantusOthers,observed
3,18,92.97618842,LantusOthers,observed
3,19,96.56458983,LantusOthers,observed
3,20,100,LantusOthers,observed
4,1,6.964057398,LantusOthers,observed
4,2,11.82575704,LantusOthers,observed
4,3,16.73479474,LantusOthers,observed
4,4,21.61071965,LantusOthers,observed
4,5,26.43838095,LantusOthers,observed
4,6,31.24304543,LantusOthers,observed
4,7,36.0694498,LantusOthers,observed
4,8,40.96478757,LantusOthers,observed
4,9,45.96563068,LantusOthers,observed
4,10,51.08878577,LantusOthers,observed
4,11,56.32608507,LantusOthers,observed
4,12,61.64311203,LantusOthers,observed
4,13,66.9818616,LantusOthers,observed
4,14,72.26733511,LantusOthers,observed
4,15,77.41806992,LantusOthers,observed
4,16,82.36060363,LantusOthers,observed
4,17,87.04787306,LantusOthers,observed
4,18,91.48154783,LantusOthers,observed
4,19,95.73829859,LantusOthers,observed
4,20,100,LantusOthers,observed
5,1,6.569775315,LantusOthers,observed
5,2,10.96391947,LantusOthers,observed
5,3,15.74618545,LantusOthers,observed
5,4,20.67098736,LantusOthers,observed
5,5,25.58670337,LantusOthers,observed
5,6,30.41911303,LantusOthers,observed
5,7,35.15520057,LantusOthers,observed
5,8,39.82732432,LantusOthers,observed
5,9,44.49775215,LantusOthers,observed
5,10,49.24356303,LantusOthers,observed
5,11,54.14191453,LantusOthers,observed
5,12,59.25567657,LantusOthers,observed
5,13,64.61943101,LantusOthers,observed
5,14,70.2258375,LantusOthers,observed
5,15,76.01236527,LantusOthers,observed
5,16,81.84839101,LantusOthers,observed
5,17,87.52266285,LantusOthers,observed
5,18,92.73113032,LantusOthers,observed
5,19,97.06514048,LantusOthers,observed
5,20,100,LantusOthers,observed
6,1,10.78635271,LantusOthers,observed
6,2,20.44707035,LantusOthers,observed
6,3,27.55419619,LantusOthers,observed
6,4,32.94064342,LantusOthers,observed
6,5,37.24662452,LantusOthers,observed
6,6,40.94845352,LantusOthers,observed
6,7,44.38540313,LantusOthers,observed
6,8,47.78461687,LantusOthers,observed
6,9,51.28407617,LantusOthers,observed
6,10,54.95362237,LantusOthers,observed
6,11,58.81403376,LantusOthers,observed
6,12,62.85415752,LantusOthers,observed
6,13,67.04609663,LantusOthers,observed
6,14,71.3584517,LantusOthers,observed
6,15,75.76761788,LantusOthers,observed
6,16,80.26713655,LantusOthers,observed
6,17,84.87510214,LantusOthers,observed
6,18,89.63962375,LantusOthers,observed
6,19,94.64234189,LantusOthers,observed
6,20,100,LantusOthers,observed
7,1,5.190743066,LantusOthers,observed
7,2,11.12267522,LantusOthers,observed
7,3,16.91458449,LantusOthers,observed
7,4,22.1999657,LantusOthers,observed
7,5,26.93680971,LantusOthers,observed
7,6,31.26846228,LantusOthers,observed
7,7,35.41107059,LantusOthers,observed
7,8,39.56761735,LantusOthers,observed
7,9,43.86854271,LantusOthers,observed
7,10,48.33895375,LantusOthers,observed
7,11,52.8924217,LantusOthers,observed
7,12,57.35136682,LantusOthers,observed
7,13,61.49403098,LantusOthers,observed
7,14,65.12803785,LantusOthers,observed
7,15,68.19054088,LantusOthers,observed
7,16,70.87495882,LantusOthers,observed
7,17,73.78429905,LantusOthers,observed
7,18,78.11106851,LantusOthers,observed
7,19,85.84377229,LantusOthers,observed
7,20,100,LantusOthers,observed
8,1,6.993068052,LantusOthers,observed
8,2,10.97321413,LantusOthers,observed
8,3,16.65494321,LantusOthers,observed
8,4,22.92636079,LantusOthers,observed
8,5,29.12589161,LantusOthers,observed
8,6,34.9307446,LantusOthers,observed
8,7,40.25847415,LantusOthers,observed
8,8,45.18163786,LantusOthers,observed
8,9,49.85555072,LantusOthers,observed
8,10,54.4591356,LantusOthers,observed
8,11,59.14887028,LantusOthers,observed
8,12,64.02583082,LantusOthers,observed
8,13,69.11583132,LantusOthers,observed
8,14,74.36266016,LantusOthers,observed
8,15,79.63441257,LantusOthers,observed
8,16,84.74291974,LantusOthers,observed
8,17,89.47627416,LantusOthers,observed
8,18,93.64445154,LantusOthers,observed
8,19,97.13802906,LantusOthers,observed
8,20,100,LantusOthers,observed
9,1,8.274692492,LantusOthers,observed
9,2,15.558771,LantusOthers,observed
9,3,22.1764162,LantusOthers,observed
9,4,28.23527365,LantusOthers,observed
9,5,33.90366468,LantusOthers,observed
9,6,39.36911973,LantusOthers,observed
9,7,44.80465059,LantusOthers,observed
9,8,50.34276181,LantusOthers,observed
9,9,56.05720097,LantusOthers,observed
9,10,61.95244805,LantusOthers,observed
9,11,67.96094376,LantusOthers,observed
9,12,73.94805692,LantusOthers,observed
9,13,79.7247908,LantusOthers,observed
9,14,85.06822849,LantusOthers,observed
9,15,89.74971729,LantusOthers,observed
9,16,93.57079206,LantusOthers,observed
9,17,96.40683766,LantusOthers,observed
9,18,98.25849032,LantusOthers,observed
9,19,99.31077803,LantusOthers,observed
9,20,100,LantusOthers,observed
10,1,5.824524496,LantusOthers,observed
10,2,11.72560423,LantusOthers,observed
10,3,17.04397738,LantusOthers,observed
10,4,22.186681,LantusOthers,observed
10,5,27.3528023,LantusOthers,observed
10,6,32.60122743,LantusOthers,observed
10,7,37.90753636,LantusOthers,observed
10,8,43.21004366,LantusOthers,observed
10,9,48.44498537,LantusOthers,observed
10,10,53.57085175,LantusOthers,observed
10,11,58.58186611,LantusOthers,observed
10,12,63.51060962,LantusOthers,observed
10,13,68.41979209,LantusOthers,observed
10,14,73.38316873,LantusOthers,observed
10,15,78.45560296,LantusOthers,observed
10,16,83.63227518,LantusOthers,observed
10,17,88.7970375,LantusOthers,observed
10,18,93.65991451,LantusOthers,observed
10,19,97.68375007,LantusOthers,observed
10,20,100,LantusOthers,observed
11,1,9.806147967,LantusOthers,observed
11,2,13.34714615,LantusOthers,observed
11,3,18.35770416,LantusOthers,observed
11,4,23.8555396,LantusOthers,observed
11,5,29.26822516,LantusOthers,observed
11,6,34.32730976,LantusOthers,observed
11,7,38.9759298,LantusOthers,observed
11,8,43.28991046,LantusOthers,observed
11,9,47.4123571,LantusOthers,observed
11,10,51.5017367,LantusOthers,observed
11,11,55.6934494,LantusOthers,observed
11,12,60.07489002,LantusOthers,observed
11,13,64.67399982,LantusOthers,observed
11,14,69.46130813,LantusOthers,observed
11,15,74.36546422,LantusOthers,observed
11,16,79.30225912,LantusOthers,observed
11,17,84.21713758,LantusOthers,observed
11,18,89.14120005,LantusOthers,observed
11,19,94.2606948,LantusOthers,observed
11,20,100,LantusOthers,observed
12,1,7.274510465,LantusOthers,observed
12,2,13.24587301,LantusOthers,observed
12,3,19.00486626,LantusOthers,observed
12,4,24.77617008,LantusOthers,observed
12,5,30.61103768,LantusOthers,observed
12,6,36.45772203,LantusOthers,observed
12,7,42.21904489,LantusOthers,observed
12,8,47.79710842,LantusOthers,observed
12,9,53.12514942,LantusOthers,observed
12,10,58.1865362,LantusOthers,observed
12,11,63.02090807,LantusOthers,observed
12,12,67.71745742,LantusOthers,observed
12,13,72.39535444,LantusOthers,observed
12,14,77.17131447,LantusOthers,observed
12,15,82.11430792,LantusOthers,observed
12,16,87.18741285,LantusOthers,observed
12,17,92.17681015,LantusOthers,observed
12,18,96.60792137,LantusOthers,observed
12,19,99.6486891,LantusOthers,observed
12,20,100,LantusOthers,observed
1,1,10.75956126,LantusPartnership,observed
1,2,18.36224691,LantusPartnership,observed
1,3,23.71222593,LantusPartnership,observed
1,4,28.03559293,LantusPartnership,observed
1,5,32.09299847,LantusPartnership,observed
1,6,36.29567093,LantusPartnership,observed
1,7,40.80658045,LantusPartnership,observed
1,8,45.62674505,LantusPartnership,observed
1,9,50.66667876,LantusPartnership,observed
1,10,55.80298192,LantusPartnership,observed
1,11,60.9200735,LantusPartnership,observed
1,12,65.93706559,LantusPartnership,observed
1,13,70.81977992,LantusPartnership,observed
1,14,75.57790655,LantusPartnership,observed
1,15,80.24730455,LantusPartnership,observed
1,16,84.8574449,LantusPartnership,observed
1,17,89.38399537,LantusPartnership,observed
1,18,93.68654762,LantusPartnership,observed
1,19,97.43148623,LantusPartnership,observed
1,20,100,LantusPartnership,observed
2,1,9.033659216,LantusPartnership,observed
2,2,14.26361091,LantusPartnership,observed
2,3,19.32615857,LantusPartnership,observed
2,4,24.51546514,LantusPartnership,observed
2,5,29.90095435,LantusPartnership,observed
2,6,35.41128506,LantusPartnership,observed
2,7,40.90468187,LantusPartnership,observed
2,8,46.22562175,LantusPartnership,observed
2,9,51.24787684,LantusPartnership,observed
2,10,55.90391331,LantusPartnership,observed
2,11,60.20064638,LantusPartnership,observed
2,12,64.22155148,LantusPartnership,observed
2,13,68.11513144,LantusPartnership,observed
2,14,72.06973985,LantusPartnership,observed
2,15,76.27476059,LantusPartnership,observed
2,16,80.86814336,LantusPartnership,observed
2,17,85.8702954,LantusPartnership,observed
2,18,91.10432935,LantusPartnership,observed
2,19,96.10266712,LantusPartnership,observed
2,20,100,LantusPartnership,observed
3,1,9.271501087,LantusPartnership,observed
3,2,15.04647513,LantusPartnership,observed
3,3,20.4876536,LantusPartnership,observed
3,4,25.76353123,LantusPartnership,observed
3,5,30.95533931,LantusPartnership,observed
3,6,36.0854901,LantusPartnership,observed
3,7,41.14168293,LantusPartnership,observed
3,8,46.09667194,LantusPartnership,observed
3,9,50.92369559,LantusPartnership,observed
3,10,55.6075679,LantusPartnership,observed
3,11,60.15143133,LantusPartnership,observed
3,12,64.57917141,LantusPartnership,observed
3,13,68.93349307,LantusPartnership,observed
3,14,73.26965868,LantusPartnership,observed
3,15,77.6448878,LantusPartnership,observed
3,16,82.10341861,LantusPartnership,observed
3,17,86.65723112,LantusPartnership,observed
3,18,91.26243198,LantusPartnership,observed
3,19,95.79130113,LantusPartnership,observed
3,20,100,LantusPartnership,observed
4,1,5.450160836,LantusPartnership,observed
4,2,11.90684861,LantusPartnership,observed
4,3,17.44672001,LantusPartnership,observed
4,4,22.31783461,LantusPartnership,observed
4,5,26.75719328,LantusPartnership,observed
4,6,30.97224382,LantusPartnership,observed
4,7,35.12777502,LantusPartnership,observed
4,8,39.33819878,LantusPartnership,observed
4,9,43.66522059,LantusPartnership,observed
4,10,48.12089823,LantusPartnership,observed
4,11,52.67608869,LantusPartnership,observed
4,12,57.27428337,LantusPartnership,observed
4,13,61.85083146,LantusPartnership,observed
4,14,66.35755168,LantusPartnership,observed
4,15,70.79273213,LantusPartnership,observed
4,16,75.23651847,LantusPartnership,observed
4,17,79.89169033,LantusPartnership,observed
4,18,85.12982595,LantusPartnership,observed
4,19,91.54285505,LantusPartnership,observed
4,20,100,LantusPartnership,observed
5,1,8.070640857,LantusPartnership,observed
5,2,11.93543146,LantusPartnership,observed
5,3,16.51055981,LantusPartnership,observed
5,4,20.98174473,LantusPartnership,observed
5,5,24.99226839,LantusPartnership,observed
5,6,28.50536608,LantusPartnership,observed
5,7,31.68551203,LantusPartnership,observed
5,8,34.79860108,LantusPartnership,observed
5,9,38.13102638,LantusPartnership,observed
5,10,41.92765293,LantusPartnership,observed
5,11,46.34868716,LantusPartnership,observed
5,12,51.44544239,LantusPartnership,observed
5,13,57.15500021,LantusPartnership,observed
5,14,63.3137679,LantusPartnership,observed
5,15,69.68993168,LantusPartnership,observed
5,16,76.03480598,LantusPartnership,observed
5,17,82.15307858,LantusPartnership,observed
5,18,87.9919518,LantusPartnership,observed
5,19,93.74917946,LantusPartnership,observed
5,20,100,LantusPartnership,observed
6,1,11.66701654,LantusPartnership,observed
6,2,17.49804511,LantusPartnership,observed
6,3,23.17598647,LantusPartnership,observed
6,4,28.57805312,LantusPartnership,observed
6,5,33.65702645,LantusPartnership,observed
6,6,38.41593108,LantusPartnership,observed
6,7,42.88728978,LantusPartnership,observed
6,8,47.11695932,LantusPartnership,observed
6,9,51.15254695,LantusPartnership,observed
6,10,55.03640765,LantusPartnership,observed
6,11,58.80322224,LantusPartnership,observed
6,12,62.48215607,LantusPartnership,observed
6,13,66.10359862,LantusPartnership,observed
6,14,69.71048376,LantusPartnership,observed
6,15,73.3741908,LantusPartnership,observed
6,16,77.21502626,LantusPartnership,observed
6,17,81.42728648,LantusPartnership,observed
6,18,86.30890082,LantusPartnership,observed
6,19,92.29565584,LantusPartnership,observed
6,20,100,LantusPartnership,observed
7,1,5.3749894,LantusPartnership,observed
7,2,13.10019564,LantusPartnership,observed
7,3,18.70124259,LantusPartnership,observed
7,4,23.16612662,LantusPartnership,observed
7,5,27.13737622,LantusPartnership,observed
7,6,30.99359122,LantusPartnership,observed
7,7,34.92156892,LantusPartnership,observed
7,8,38.97901718,LantusPartnership,observed
7,9,43.1478544,LantusPartnership,observed
7,10,47.37809639,LantusPartnership,observed
7,11,51.62233021,LantusPartnership,observed
7,12,55.8607749,LantusPartnership,observed
7,13,60.1169291,LantusPartnership,observed
7,14,64.46380561,LantusPartnership,observed
7,15,69.02075289,LantusPartnership,observed
7,16,73.94086344,LantusPartnership,observed
7,17,79.38896909,LantusPartnership,observed
7,18,85.51022321,LantusPartnership,observed
7,19,92.3892699,LantusPartnership,observed
7,20,100,LantusPartnership,observed
8,1,11.34756233,LantusPartnership,observed
8,2,18.71390531,LantusPartnership,observed
8,3,24.67260377,LantusPartnership,observed
8,4,30.31454007,LantusPartnership,observed
8,5,36.12866559,LantusPartnership,observed
8,6,42.20134187,LantusPartnership,observed
8,7,48.38426057,LantusPartnership,observed
8,8,54.43094216,LantusPartnership,observed
8,9,60.10181344,LantusPartnership,observed
8,10,65.23786387,LantusPartnership,observed
8,11,69.80288065,LantusPartnership,observed
8,12,73.89426264,LantusPartnership,observed
8,13,77.72241307,LantusPartnership,observed
8,14,81.558711,LantusPartnership,observed
8,15,85.65206163,LantusPartnership,observed
8,16,90.11402538,LantusPartnership,observed
